,RISE,Input-Grad,GradCam,XRAI,IntegratedGradients,GuidedIG,LIME,Gradient,SmoothGrad,BlurIG
0,0.9137617349624634,0.9137617349624634,0.9137617349624634,0.9137617349624634,0.9137617349624634,0.9137617349624634,0.9137617349624634,0.9137617349624634,0.9137617349624634,0.9137617349624634
1,0.9004215806722641,0.9167304521799088,0.8996984606981278,0.9136787563562393,0.9194020587205887,0.9081671506166458,0.9164931720495224,0.9010277301073074,0.9068824726343155,0.8929450887441636
2,0.8916437917947769,0.913310609459877,0.9211662876605987,0.9161399185657502,0.924840685725212,0.9082466304302216,0.9060346502065658,0.9007645398378372,0.8992096108198165,0.8676379364728928
3,0.887662923336029,0.9076127260923386,0.9212535613775253,0.9005269381403923,0.9143243527412415,0.9129187965393066,0.8945116740465164,0.8970866957306862,0.8918420970439911,0.8602195307612419
4,0.8846002781391143,0.9086439236998558,0.9143119078874588,0.8983306127786637,0.9085140764713288,0.9194671523571014,0.8872703459858894,0.8869444340467453,0.8792035323381424,0.8484416287392378
5,0.8747332456707955,0.8958211949467659,0.9137365037202835,0.8979107820987702,0.9032017326354981,0.9230046862363815,0.8899851840734482,0.8865819773077965,0.8815529948472977,0.8398883830010891
6,0.8711438116431236,0.880692213922739,0.9083374929428101,0.8976619246602059,0.8922507470846176,0.914548534154892,0.8867544129490852,0.8960402661561966,0.8845331791043282,0.8373246893286705
7,0.8673412755131722,0.8776423990726471,0.9104326295852662,0.9046041351556778,0.8922001677751541,0.9112705206871032,0.8821417951583862,0.9003312480449677,0.8751412031054496,0.8371371028572321
8,0.8634173338115215,0.8705693909525871,0.9111915734410286,0.890650754570961,0.880184406787157,0.9073214411735535,0.8821762561798095,0.900708047747612,0.8761803498864174,0.8453552375733853
9,0.8593398870527744,0.8659856860339642,0.9025165374577045,0.8847369557619095,0.8801038241386414,0.9125643932819366,0.8700246864557266,0.9072355943918228,0.8818664288520813,0.834760580137372
10,0.856991414129734,0.852966600060463,0.9041636839509011,0.8928869251906871,0.8723866395652294,0.9153545826673508,0.8734829246997833,0.9012238907814026,0.8727026434242725,0.8338255767896772
11,0.8509524761140347,0.8534058623015881,0.9044050307199359,0.8908041375875473,0.86980254098773,0.923896718621254,0.881027415394783,0.9054648450016975,0.8741181805729866,0.8236459717154503
12,0.8469354254752397,0.8480172660946846,0.8861652282252908,0.8881144614517689,0.8539180700480938,0.9316901934146881,0.8758455216884613,0.8980118507146835,0.8642037990689277,0.8240051827952266
13,0.8360996778309345,0.8416205993294716,0.8967658799700439,0.8811980821192265,0.8431022068858147,0.9191404843330383,0.8805257731676102,0.887859725356102,0.8564076262712479,0.8097183782607317
14,0.8300613583624363,0.842152776196599,0.8963909456413239,0.8852819858491421,0.8406848949193955,0.9172733807563782,0.8765313160419465,0.8816937246918678,0.8454092592000961,0.8036810329183937
15,0.8244872940331698,0.8372236925363541,0.8995741488412022,0.882295801192522,0.8305070269107818,0.911790081858635,0.8719922211766243,0.8884586459398269,0.8425105002522468,0.789011733494699
16,0.8176523863524199,0.843212050050497,0.8807607622072101,0.8648215375840664,0.8499752423167228,0.9082934755086899,0.8821312221884727,0.8742601549625397,0.8317228922247887,0.7841745762526989
17,0.8104470678418875,0.8400498420000077,0.8784057734906674,0.86115253418684,0.850568079650402,0.894354619383812,0.8878021384775638,0.879273299574852,0.8250585175305605,0.7867060114815831
18,0.8025660755857825,0.8371834637224674,0.8651312160491943,0.8597289897501469,0.8518197503685951,0.895877081155777,0.8806532241404057,0.8692925849556923,0.832791672796011,0.7826861421018839
19,0.796902325861156,0.8260826124250888,0.8650428494066,0.8459753720462322,0.8548421385884285,0.888470059633255,0.8743568940460682,0.8621258762478828,0.8318525560200214,0.7750518884137273
20,0.7899442365393042,0.832746407315135,0.8551178154349327,0.8298626790940762,0.846724451482296,0.8901732367277145,0.8685456256568432,0.8567761561274528,0.8308898470550775,0.7682439703308046
21,0.7779818540625274,0.8367940507829189,0.8385676557570696,0.8226399940252304,0.8269971626996994,0.8878137120604515,0.8606743863224984,0.8556904435157776,0.8275088298320771,0.7677022680453957
22,0.7668569445610046,0.8333733861148357,0.8425973906368017,0.8224747008830309,0.8268075487017632,0.8799995592236519,0.8667123319208622,0.8475885473564267,0.8307318738102913,0.7710525310598314
23,0.760694220084697,0.8357400046288967,0.840510132163763,0.821845776066184,0.8206892849504948,0.872863549888134,0.871204300224781,0.8470737094059586,0.8177256119996309,0.7713844909332692
24,0.7575945600867271,0.8324937245249748,0.8332388497143984,0.8113746776431799,0.8231112095713615,0.8734289222955703,0.8634937876462936,0.8447734282165765,0.8239477945864201,0.769675143621862
25,0.7469923979043961,0.8226726242899894,0.8229824085533619,0.8064036217704416,0.8117328889667987,0.8624741953611373,0.8680806773900985,0.8369356385618448,0.8244510819762945,0.7499244426935912
26,0.7365504307672381,0.805635786652565,0.8185129019618035,0.8009990812838077,0.8097325081378222,0.8717582231760025,0.8609848171472549,0.8258652126789093,0.8179285214096308,0.7600738601759076
27,0.7273708917200565,0.8026010558009148,0.8126593711972236,0.7857939234003425,0.8196545460820198,0.865577877163887,0.8578504724800586,0.8271820376813411,0.8150058382749558,0.7622587145119906
28,0.7178971845284104,0.8077921794354915,0.8151984522491693,0.7824787796288729,0.8141984316706657,0.8582322171330452,0.863419859111309,0.8201644268259406,0.8313086896389723,0.7573175063170493
29,0.7085195566900074,0.7883800534904003,0.813875732421875,0.7687545366957784,0.7978736114501953,0.8564798843860626,0.8615344282984734,0.8133202962949873,0.831061540581286,0.745303141195327
30,0.7036509864963592,0.7866709524393082,0.8165907016396523,0.7640382230654359,0.7871916198730469,0.8544480609893799,0.8508083048462868,0.7936963816732168,0.8255116936936975,0.7499869509600103
